800000,1995-03-31 00:00:00Z,SG4 7BN,Detached,Established,Freehold,GRAVELEY HILL COTTAGE,,CHURCH LANE,GRAVELEY,HITCHIN,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9360830000,-0.1874000000
342000,2015-10-16 00:00:00Z,SG1 6GB,Semi-Detached,Established,Freehold,200,,MENDIP WAY,GREAT ASHBY,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
212500,2015-03-20 00:00:00Z,SG1 3XU,Terraced,Established,Freehold,12,,KENNETT WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
520000,2016-11-28 00:00:00Z,SG1 3XS,Detached,Established,Freehold,4,,HUMBER COURT,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9321690000,-0.1843090000
425000,2016-12-16 00:00:00Z,SG1 3XT,Detached,Established,Freehold,33,,ORWELL AVENUE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
335000,2016-07-25 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,20,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
330000,2016-06-10 00:00:00Z,SG1 3XU,Semi-Detached,Established,Freehold,6,,KENNETT WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
410000,2016-03-08 00:00:00Z,SG1 3YJ,Detached,Established,Freehold,12,,DOVE ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306280000,-0.1852140000
255000,2016-09-23 00:00:00Z,SG1 3XU,Terraced,Established,Freehold,11,,KENNETT WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
295000,2016-03-29 00:00:00Z,SG1 6DH,Terraced,Established,Freehold,16,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
378000,2016-12-14 00:00:00Z,SG1 6GB,Semi-Detached,Established,Freehold,194,,MENDIP WAY,GREAT ASHBY,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
308000,2016-05-12 00:00:00Z,SG1 6DN,Terraced,Established,Freehold,10,,CALDER WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
330000,2016-09-15 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,21,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
440500,2017-04-21 00:00:00Z,SG1 3XX,Detached,Established,Freehold,4,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
435000,2017-03-22 00:00:00Z,SG1 3XT,Detached,Established,Freehold,16,,ORWELL AVENUE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
272000,2017-07-17 00:00:00Z,SG1 3XT,Terraced,Established,Freehold,4,,ORWELL AVENUE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
450000,2017-07-14 00:00:00Z,SG1 3XX,Detached,Established,Freehold,5,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
340000,2017-07-14 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,30,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
387000,2017-10-31 00:00:00Z,SG1 3XX,Semi-Detached,Established,Freehold,2,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
430000,2017-08-17 00:00:00Z,SG1 3XX,Detached,Established,Freehold,8,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Additional,Addition,51.9306360000,-0.1834100000
255000,2017-08-03 00:00:00Z,SG1 3YN,Terraced,Established,Freehold,13,,RYE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
355000,2017-01-13 00:00:00Z,SG1 6DH,Semi-Detached,Established,Freehold,2,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
470000,2017-11-30 00:00:00Z,SG1 3XT,Detached,Established,Freehold,21,,ORWELL AVENUE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
405000,2017-11-17 00:00:00Z,SG1 6DJ,Semi-Detached,Established,Freehold,19,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
359995,2017-07-14 00:00:00Z,SG1 3XX,Semi-Detached,Established,Freehold,3,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
314000,2017-07-10 00:00:00Z,SG1 6DJ,Terraced,Established,Freehold,7,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
322500,2017-06-02 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,41,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
274995,2017-05-26 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,15,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
329000,2017-08-18 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,29,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
327000,2017-12-08 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,6,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
320000,2017-11-24 00:00:00Z,SG1 3XU,Semi-Detached,Established,Freehold,9,,KENNETT WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
428000,2017-09-29 00:00:00Z,SG1 3XX,Detached,Established,Freehold,8,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
328000,2017-12-01 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,3,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Additional,Addition,51.9310470000,-0.1814740000
377000,2017-01-31 00:00:00Z,SG1 3XX,Detached,Established,Freehold,14,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
800000,2018-03-29 00:00:00Z,SG4 7BN,Detached,Established,Freehold,MANOR FARM,,CHURCH LANE,GRAVELEY,HITCHIN,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9360830000,-0.1874000000
291500,2018-07-06 00:00:00Z,SG1 3YN,Semi-Detached,Established,Freehold,10,,RYE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
388000,2018-11-16 00:00:00Z,SG1 3XX,Detached,Established,Freehold,14,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
325000,2018-10-25 00:00:00Z,SG1 3YN,Terraced,Established,Freehold,16,,RYE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
427500,2018-05-30 00:00:00Z,SG1 3YJ,Detached,Established,Freehold,16,,DOVE ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306280000,-0.1852140000
345000,2018-11-13 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,20,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
495000,2018-06-21 00:00:00Z,SG1 3XT,Detached,Established,Freehold,31,,ORWELL AVENUE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
389995,2018-03-23 00:00:00Z,SG1 3XX,Detached,Established,Freehold,18,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
274000,2018-03-29 00:00:00Z,SG1 3YN,Terraced,Established,Freehold,3,,RYE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
403000,2018-08-29 00:00:00Z,SG1 6GB,Semi-Detached,Established,Freehold,206,,MENDIP WAY,GREAT ASHBY,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
600000,2018-01-29 00:00:00Z,SG1 3XS,Detached,Established,Freehold,3,,HUMBER COURT,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9321690000,-0.1843090000
299500,2019-07-19 00:00:00Z,SG1 3XT,Terraced,Established,Freehold,2,,ORWELL AVENUE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
263000,2019-11-12 00:00:00Z,SG1 3YN,Terraced,Established,Freehold,7,,RYE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
400000,2019-10-02 00:00:00Z,SG1 6DJ,Detached,Established,Freehold,1,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
290000,2019-10-11 00:00:00Z,SG1 6DH,Terraced,Established,Freehold,14,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
360000,2019-12-04 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,17,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
335000,2019-11-29 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,11,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Additional,Addition,51.9310470000,-0.1814740000
268500,2019-01-08 00:00:00Z,SG1 6DN,Terraced,Established,Freehold,12,,CALDER WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
325000,2019-05-10 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,5,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
451496,2019-06-28 00:00:00Z,SG1 3XY,Detached,Established,Freehold,10,,RICCAT LANE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Additional,Addition,51.9314350000,-0.1833830000
200000,2020-06-16 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,3,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
337000,2020-05-29 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,30,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
465000,2020-01-21 00:00:00Z,SG1 3XZ,Detached,Established,Freehold,3,,AVON DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9319370000,-0.1832470000
277500,2020-08-17 00:00:00Z,SG1 3XU,Terraced,Established,Freehold,14,,KENNETT WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
393000,2020-11-27 00:00:00Z,SG1 6DJ,Semi-Detached,Established,Freehold,15,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
280000,2020-03-30 00:00:00Z,SG1 6DN,Semi-Detached,Established,Freehold,2,,CALDER WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
755500,2020-06-01 00:00:00Z,SG4 7BN,Other,Established,Freehold,MANOR COTTAGES,2,CHURCH LANE,GRAVELEY,HITCHIN,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Additional,Addition,51.9360830000,-0.1874000000
480000,2020-11-19 00:00:00Z,SG1 3YJ,Detached,Established,Freehold,6,,DOVE ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306280000,-0.1852140000
390000,2020-12-01 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,33,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
460000,2021-01-14 00:00:00Z,SG1 3XX,Detached,Established,Freehold,15,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
395000,2021-03-11 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,8,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
390000,2021-03-22 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,1,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
345000,2021-04-22 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,3,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
492500,2021-11-04 00:00:00Z,SG1 3XY,Detached,Established,Freehold,4,,RICCAT LANE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9314350000,-0.1833830000
332000,2021-09-24 00:00:00Z,SG1 3YN,Semi-Detached,Established,Freehold,6,,RYE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
340000,2021-08-23 00:00:00Z,SG1 6DH,Terraced,Established,Freehold,12,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
282000,2021-11-12 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,13,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
570000,2021-11-02 00:00:00Z,SG1 3XX,Detached,Established,Freehold,20,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
295000,2021-08-05 00:00:00Z,SG1 3XU,Terraced,Established,Freehold,13,,KENNETT WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
421750,2021-06-10 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,42,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
575000,2022-03-11 00:00:00Z,SG1 3YJ,Detached,Established,Freehold,4,,DOVE ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306280000,-0.1852140000
410000,2022-02-11 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,25,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
